seq_id	superkingdom	kingdom	superphylum	phylum	subphylum	superclass	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	subgenus	species 
b33790	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Pseudacidovorax	-	Pseudacidovorax intermedius
b16558	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Aeromonadales	-	-	Aeromonadaceae	-	Pseudaeromonas	-	Pseudaeromonas sharmana
b33038	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Rhodobacterales	-	-	Rhodobacteraceae	-	Pseudaestuariivita	-	Pseudaestuariivita atlantica
b33039	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Rhodobacterales	-	-	Rhodobacteraceae	-	Pseudaestuariivita	-	Pseudaestuariivita atlantica
b27414	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Hyphomicrobiales	-	-	Phyllobacteriaceae	-	Pseudaminobacter	-	Pseudaminobacter salicylatoxidans
b29266	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Hyphomicrobiales	-	-	Phyllobacteriaceae	-	Pseudaminobacter	-	Pseudaminobacter manganicus
b33445	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Hyphomicrobiales	-	-	Phyllobacteriaceae	-	Pseudaminobacter	-	Pseudaminobacter salicylatoxidans
b33446	Bacteria	-	-	Proteobacteria	-	-	Alphaproteobacteria	-	-	Hyphomicrobiales	-	-	Phyllobacteriaceae	-	Pseudaminobacter	-	Pseudaminobacter salicylatoxidans
b30439	Bacteria	-	-	Bacteroidetes	-	-	Cytophagia	-	-	Cytophagales	-	-	Cytophagaceae	-	Pseudarcicella	-	Pseudarcicella hirudinis
b12835	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter chlorophenolicus
b12836	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter chlorophenolicus
b18613	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter phenanthrenivorans
b18614	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter phenanthrenivorans
b30231	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter equi
b30681	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter phenanthrenivorans
b30934	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter sulfonivorans
b34268	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter phenanthrenivorans
b34269	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudarthrobacter	-	Pseudarthrobacter phenanthrenivorans
b33645	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Enterobacterales	-	-	Enterobacteriaceae	-	Pseudescherichia	-	Pseudescherichia vulneris
b32984	Eukaryota	-	-	Bacillariophyta	-	-	Mediophyceae	Biddulphiophycidae	-	Eupodiscales	-	-	Odontellaceae	-	Pseudictyota	-	Pseudictyota dubia
b35708	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Idiomarinaceae	-	Pseudidiomarina	-	Pseudidiomarina gelatinasegens
b461	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas haloplanktis
b8440	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas tunicata
b15803	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas atlantica
b18995	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas haloplanktis
b21516	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas flavipulchra
b26334	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas agarivorans
b26863	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas piscicida
b27855	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas undina
b27856	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas spongiae
b27857	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas rubra
b27858	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas citrea
b27859	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas marina
b27860	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas arctica
b27875	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas undina
b27876	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas spongiae
b27877	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas rubra
b27878	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas citrea
b27879	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas marina
b27880	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas arctica
b28233	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas ruthenica
b28241	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas luteoviolacea
b28497	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas lipolytica
b28498	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas lipolytica
b30103	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas nigrifaciens
b30132	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas nigrifaciens
b30725	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas issachenkonii
b30726	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas agarivorans
b30836	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas piscicida
b31138	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas piscicida
b31195	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas amylolytica
b31357	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas arctica
b34427	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas rubra
b34430	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas rubra
b34445	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas rubra
b34714	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Alteromonadales	-	-	Pseudoalteromonadaceae	-	Pseudoalteromonas	-	Pseudoalteromonas phenolica
b34372	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Epsilonproteobacteria	-	-	Campylobacterales	-	-	Campylobacteraceae	-	Pseudoarcobacter	-	Pseudoarcobacter caeni
b35193	Bacteria	-	-	Bacteroidetes	-	-	Chitinophagia	-	-	Chitinophagales	-	-	Chitinophagaceae	-	Pseudobacter	-	Pseudobacter ginsenosidimutans
b35194	Bacteria	-	-	Bacteroidetes	-	-	Chitinophagia	-	-	Chitinophagales	-	-	Chitinophagaceae	-	Pseudobacter	-	Pseudobacter ginsenosidimutans
b29554	Bacteria	-	-	Proteobacteria	-	-	Oligoflexia	-	-	Oligoflexales	-	-	Pseudobacteriovoracaceae	-	Pseudobacteriovorax	-	Pseudobacteriovorax antillogorgiicola
b31088	Bacteria	-	-	Firmicutes	-	-	Clostridia	-	-	Eubacteriales	-	-	Lachnospiraceae	-	Pseudobutyrivibrio	-	Pseudobutyrivibrio ruminis
b31234	Bacteria	-	-	Firmicutes	-	-	Clostridia	-	-	Eubacteriales	-	-	Lachnospiraceae	-	Pseudobutyrivibrio	-	Pseudobutyrivibrio ruminis
b34889	Bacteria	-	-	Firmicutes	-	-	Clostridia	-	-	Eubacteriales	-	-	Hungateiclostridiaceae	-	Pseudoclostridium	-	Pseudoclostridium thermosuccinogenes
b34890	Bacteria	-	-	Firmicutes	-	-	Clostridia	-	-	Eubacteriales	-	-	Hungateiclostridiaceae	-	Pseudoclostridium	-	Pseudoclostridium thermosuccinogenes
b34891	Bacteria	-	-	Firmicutes	-	-	Clostridia	-	-	Eubacteriales	-	-	Hungateiclostridiaceae	-	Pseudoclostridium	-	Pseudoclostridium thermosuccinogenes
b34892	Bacteria	-	-	Firmicutes	-	-	Clostridia	-	-	Eubacteriales	-	-	Hungateiclostridiaceae	-	Pseudoclostridium	-	Pseudoclostridium thermosuccinogenes
b15872	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Desulfovibrionales	-	-	Desulfovibrionaceae	-	Pseudodesulfovibrio	-	Pseudodesulfovibrio aespoeensis
b15873	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Desulfovibrionales	-	-	Desulfovibrionaceae	-	Pseudodesulfovibrio	-	Pseudodesulfovibrio aespoeensis
b23365	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Desulfovibrionales	-	-	Desulfovibrionaceae	-	Pseudodesulfovibrio	-	Pseudodesulfovibrio piezophilus
b23366	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Desulfovibrionales	-	-	Desulfovibrionaceae	-	Pseudodesulfovibrio	-	Pseudodesulfovibrio piezophilus
b30760	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Desulfovibrionales	-	-	Desulfovibrionaceae	-	Pseudodesulfovibrio	-	Pseudodesulfovibrio profundus
b30761	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Desulfovibrionales	-	-	Desulfovibrionaceae	-	Pseudodesulfovibrio	-	Pseudodesulfovibrio profundus
b30925	Bacteria	-	-	Proteobacteria	delta/epsilon subdivisions	-	Deltaproteobacteria	-	-	Desulfovibrionales	-	-	Desulfovibrionaceae	-	Pseudodesulfovibrio	-	Pseudodesulfovibrio indicus
b28196	Bacteria	-	-	Firmicutes	-	-	Clostridia	-	-	Eubacteriales	-	-	Ruminococcaceae	-	Pseudoflavonifractor	-	Pseudoflavonifractor capillosus
b31632	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudoglutamicibacter	-	Pseudoglutamicibacter albus
b31633	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Micrococcales	-	-	Micrococcaceae	-	Pseudoglutamicibacter	-	Pseudoglutamicibacter albus
b32919	Bacteria	-	-	Firmicutes	-	-	Bacilli	-	-	Bacillales	-	-	Bacillaceae	-	Pseudogracilibacillus	-	Pseudogracilibacillus auburnensis
b13498	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Neisseriales	-	-	Chromobacteriaceae	-	Pseudogulbenkiania	-	Pseudogulbenkiania ferrooxidans
b27780	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Neisseriales	-	-	Chromobacteriaceae	-	Pseudogulbenkiania	-	Pseudogulbenkiania ferrooxidans
b29431	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Neisseriales	-	-	Chromobacteriaceae	-	Pseudogulbenkiania	-	Pseudogulbenkiania subflava
b29556	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Neisseriales	-	-	Chromobacteriaceae	-	Pseudogulbenkiania	-	Pseudogulbenkiania subflava
b34158	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Kineosporiales	-	-	Kineosporiaceae	-	Pseudokineococcus	-	Pseudokineococcus lusitanus
b34159	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Kineosporiales	-	-	Kineosporiaceae	-	Pseudokineococcus	-	Pseudokineococcus lusitanus
b15649	Bacteria	-	-	Fusobacteria	-	-	Fusobacteriia	-	-	Fusobacteriales	-	-	Leptotrichiaceae	-	Pseudoleptotrichia	-	Pseudoleptotrichia goodfellowii
b35582	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Nitrosomonadales	-	-	Methylophilaceae	-	Pseudomethylobacillus	-	Pseudomethylobacillus aquaticus
b136	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b154	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b436	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b443	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b523	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b1329	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b3419	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b3420	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b3421	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas luteola
b3422	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas oryzihabitans
b3423	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas oleovorans
b3424	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b3900	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b4422	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b5079	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b5081	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b7267	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas cichorii
b7282	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b7283	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas savastanoi
b7284	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas savastanoi
b7285	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b7286	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b7294	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b7295	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b7296	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b7591	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b7718	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b7883	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b8014	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b9167	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas entomophila
b9553	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mendocina
b9950	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b10053	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b10230	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b10231	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas putida
b10263	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas chlororaphis
b10268	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas oleovorans
b10276	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b10283	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas aeruginosa
b12108	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b12426	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas resinovorans
b12430	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas vancouverensis
b13672	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b14633	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b16503	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b16504	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b17405	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas savastanoi
b17672	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18117	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fluorescens
b18479	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18480	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18723	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas brassicacearum
b18822	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas stutzeri
b18855	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas mendocina
b18939	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18940	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18941	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18942	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18943	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18944	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18945	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18946	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b18947	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas syringae
b19041	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Pseudomonadales	-	-	Pseudomonadaceae	-	Pseudomonas	-	Pseudomonas fulva
